,CSV Name,Prediction Value,AlphaRank
713,ranked_539.csv,0.29052814841270447,539
148,ranked_616.csv,0.22452285885810852,616
389,ranked_606.csv,0.21731118857860565,606
859,ranked_557.csv,0.2118479311466217,557
558,ranked_595.csv,0.20119675993919373,595
719,ranked_663.csv,0.20050927996635437,663
3,ranked_653.csv,0.1960657238960266,653
672,ranked_555.csv,0.19414977729320526,555
791,ranked_598.csv,0.19230177998542786,598
772,ranked_625.csv,0.19115419685840607,625
518,ranked_635.csv,0.18261663615703583,635
334,ranked_684.csv,0.18097589910030365,684
441,ranked_537.csv,0.18075454235076904,537
177,ranked_538.csv,0.1799563467502594,538
815,ranked_561.csv,0.1791985183954239,561
943,ranked_610.csv,0.17855818569660187,610
10,ranked_545.csv,0.17794936895370483,545
269,ranked_594.csv,0.1777280569076538,594
302,ranked_571.csv,0.1746901124715805,571
217,ranked_404.csv,0.17366662621498108,404
980,ranked_569.csv,0.17220979928970337,569
153,ranked_544.csv,0.1717318445444107,544
61,ranked_522.csv,0.17133784294128418,522
668,ranked_667.csv,0.17050357162952423,667
615,ranked_462.csv,0.16830676794052124,462
306,ranked_540.csv,0.16497081518173218,540
696,ranked_580.csv,0.16363689303398132,580
297,ranked_607.csv,0.1632349193096161,607
900,ranked_633.csv,0.1621253937482834,633
53,ranked_618.csv,0.15892939269542694,618
920,ranked_567.csv,0.1578679084777832,567
637,ranked_587.csv,0.15497717261314392,587
207,ranked_583.csv,0.15393097698688507,583
992,ranked_560.csv,0.15164092183113098,560
119,ranked_596.csv,0.15022137761116028,596
305,ranked_524.csv,0.1491180658340454,524
496,ranked_529.csv,0.14875319600105286,529
65,ranked_511.csv,0.14869852364063263,511
283,ranked_562.csv,0.1482173204421997,562
348,ranked_592.csv,0.14801564812660217,592
76,ranked_499.csv,0.14639943838119507,499
343,ranked_542.csv,0.14288616180419922,542
732,ranked_717.csv,0.1422959864139557,717
797,ranked_533.csv,0.1422247737646103,533
895,ranked_536.csv,0.14195209741592407,536
667,ranked_603.csv,0.1413947343826294,603
788,ranked_368.csv,0.14135625958442688,368
129,ranked_422.csv,0.14131104946136475,422
865,ranked_599.csv,0.1408543586730957,599
832,ranked_523.csv,0.13972464203834534,523
485,ranked_513.csv,0.13917359709739685,513
893,ranked_999.csv,0.13839620351791382,999
555,ranked_485.csv,0.13836221396923065,485
577,ranked_531.csv,0.13829968869686127,531
349,ranked_260.csv,0.1382710337638855,260
123,ranked_574.csv,0.13682112097740173,574
575,ranked_669.csv,0.13621221482753754,669
990,ranked_515.csv,0.13586798310279846,515
158,ranked_576.csv,0.13514044880867004,576
381,ranked_588.csv,0.13290716707706451,588
512,ranked_884.csv,0.13289549946784973,884
942,ranked_431.csv,0.1317848414182663,431
702,ranked_451.csv,0.13098794221878052,451
401,ranked_435.csv,0.12785187363624573,435
328,ranked_310.csv,0.12764829397201538,310
586,ranked_502.csv,0.12752968072891235,502
103,ranked_492.csv,0.12687087059020996,492
170,ranked_908.csv,0.126662477850914,908
241,ranked_466.csv,0.1264955699443817,466
997,ranked_646.csv,0.12646111845970154,646
321,ranked_460.csv,0.12637890875339508,460
602,ranked_741.csv,0.1259244978427887,741
505,ranked_810.csv,0.12555444240570068,810
274,ranked_350.csv,0.12552890181541443,350
685,ranked_440.csv,0.12548406422138214,440
488,ranked_818.csv,0.12530475854873657,818
568,ranked_438.csv,0.12483161687850952,438
409,ranked_739.csv,0.12461646646261215,739
523,ranked_775.csv,0.12454432994127274,775
699,ranked_887.csv,0.12445275485515594,887
675,ranked_845.csv,0.12406302988529205,845
355,ranked_305.csv,0.12293443083763123,305
594,ranked_879.csv,0.12285628169775009,879
764,ranked_464.csv,0.12276601046323776,464
757,ranked_835.csv,0.12261801213026047,835
550,ranked_847.csv,0.12258278578519821,847
262,ranked_888.csv,0.1224253699183464,888
850,ranked_393.csv,0.12160446494817734,393
221,ranked_548.csv,0.12140261381864548,548
85,ranked_427.csv,0.12134690582752228,427
692,ranked_864.csv,0.12129989266395569,864
97,ranked_572.csv,0.12099431455135345,572
659,ranked_713.csv,0.12094073742628098,713
464,ranked_575.csv,0.12090877443552017,575
