,CSV Name,Prediction Value,AlphaRank
30,ranked_794.csv,0.20406463742256165,794
777,ranked_234.csv,0.173336923122406,234
82,ranked_723.csv,0.16609594225883484,723
660,ranked_337.csv,0.16571328043937683,337
392,ranked_306.csv,0.15846475958824158,306
783,ranked_778.csv,0.15666215121746063,778
158,ranked_576.csv,0.15375754237174988,576
643,ranked_807.csv,0.153263658285141,807
339,ranked_461.csv,0.14690005779266357,461
343,ranked_542.csv,0.14210478961467743,542
208,ranked_194.csv,0.1397300362586975,194
37,ranked_526.csv,0.13780228793621063,526
301,ranked_335.csv,0.13132621347904205,335
716,ranked_570.csv,0.13101664185523987,570
58,ranked_556.csv,0.12892280519008636,556
878,ranked_928.csv,0.1255248785018921,928
388,ranked_482.csv,0.12232020497322083,482
932,ranked_782.csv,0.11734568327665329,782
261,ranked_322.csv,0.11557628959417343,322
463,ranked_390.csv,0.11478549987077713,390
931,ranked_710.csv,0.11446809023618698,710
380,ranked_696.csv,0.11357992142438889,696
241,ranked_466.csv,0.11147496104240417,466
703,ranked_251.csv,0.1092955693602562,251
762,ranked_688.csv,0.10832028836011887,688
113,ranked_689.csv,0.10660519450902939,689
401,ranked_435.csv,0.10644861310720444,435
278,ranked_417.csv,0.1045900508761406,417
571,ranked_649.csv,0.10345301777124405,649
935,ranked_421.csv,0.10314717143774033,421
539,ranked_672.csv,0.10289175063371658,672
536,ranked_892.csv,0.10284892469644547,892
326,ranked_447.csv,0.10269821435213089,447
990,ranked_515.csv,0.10137004405260086,515
846,ranked_647.csv,0.09999139606952667,647
385,ranked_280.csv,0.0993763729929924,280
738,ranked_454.csv,0.0989237055182457,454
807,ranked_312.csv,0.09851714968681335,312
100,ranked_750.csv,0.09822729229927063,750
366,ranked_725.csv,0.09813303500413895,725
642,ranked_833.csv,0.09759572893381119,833
704,ranked_302.csv,0.09749308973550797,302
34,ranked_993.csv,0.09581737220287323,993
451,ranked_821.csv,0.09532108902931213,821
298,ranked_803.csv,0.0951450988650322,803
46,ranked_477.csv,0.09148398786783218,477
274,ranked_350.csv,0.09097502380609512,350
926,ranked_146.csv,0.08998031914234161,146
138,ranked_123.csv,0.08997071534395218,123
557,ranked_316.csv,0.08988242596387863,316
226,ranked_691.csv,0.0893775150179863,691
198,ranked_690.csv,0.08929365128278732,690
102,ranked_637.csv,0.0887688547372818,637
967,ranked_245.csv,0.08861301839351654,245
531,ranked_805.csv,0.08851105719804764,805
280,ranked_777.csv,0.08699072152376175,777
206,ranked_948.csv,0.08634475618600845,948
454,ranked_80.csv,0.08606942743062973,80
150,ranked_200.csv,0.08313236385583878,200
592,ranked_971.csv,0.08225677162408829,971
526,ranked_424.csv,0.08154327422380447,424
140,ranked_494.csv,0.08018896728754044,494
503,ranked_519.csv,0.0780140683054924,519
284,ranked_47.csv,0.07768815010786057,47
537,ranked_830.csv,0.07701330631971359,830
109,ranked_687.csv,0.07692693918943405,687
501,ranked_148.csv,0.07516641169786453,148
573,ranked_334.csv,0.07503999769687653,334
671,ranked_849.csv,0.07459200173616409,849
946,ranked_418.csv,0.07393182814121246,418
26,ranked_988.csv,0.07339374721050262,988
448,ranked_233.csv,0.07303822040557861,233
231,ranked_600.csv,0.07253214716911316,600
512,ranked_884.csv,0.07220233231782913,884
334,ranked_684.csv,0.07217387855052948,684
732,ranked_717.csv,0.07152701169252396,717
938,ranked_895.csv,0.07140040397644043,895
406,ranked_831.csv,0.07118581980466843,831
441,ranked_537.csv,0.07072360068559647,537
765,ranked_347.csv,0.07046239823102951,347
965,ranked_885.csv,0.06932058930397034,885
836,ranked_508.csv,0.06922034919261932,508
645,ranked_770.csv,0.06618135422468185,770
376,ranked_157.csv,0.06612639129161835,157
572,ranked_674.csv,0.06610201299190521,674
859,ranked_557.csv,0.06607331335544586,557
524,ranked_960.csv,0.06606727838516235,960
395,ranked_374.csv,0.0660570040345192,374
438,ranked_997.csv,0.06550132483243942,997
87,ranked_728.csv,0.0654563456773758,728
162,ranked_503.csv,0.06536984443664551,503
194,ranked_18.csv,0.06500711292028427,18
297,ranked_607.csv,0.0644400492310524,607
996,ranked_470.csv,0.0642366111278534,470
915,ranked_707.csv,0.06400584429502487,707
21,ranked_959.csv,0.06398888677358627,959
170,ranked_908.csv,0.06353069841861725,908
971,ranked_383.csv,0.06344139575958252,383
699,ranked_887.csv,0.06214456260204315,887
601,ranked_75.csv,0.06106540560722351,75
566,ranked_878.csv,0.060084693133831024,878
533,ranked_216.csv,0.05959492176771164,216
646,ranked_686.csv,0.059406258165836334,686
674,ranked_912.csv,0.05919453501701355,912
731,ranked_945.csv,0.059074126183986664,945
373,ranked_994.csv,0.058911994099617004,994
178,ranked_640.csv,0.05859073996543884,640
895,ranked_536.csv,0.05856256186962128,536
989,ranked_940.csv,0.058250196278095245,940
493,ranked_510.csv,0.05807323008775711,510
842,ranked_736.csv,0.057880744338035583,736
91,ranked_229.csv,0.05742938816547394,229
743,ranked_615.csv,0.057337380945682526,615
992,ranked_560.csv,0.056645527482032776,560
18,ranked_697.csv,0.056532882153987885,697
217,ranked_404.csv,0.05651778727769852,404
64,ranked_488.csv,0.05643630027770996,488
569,ranked_932.csv,0.05640459060668945,932
32,ranked_31.csv,0.0563783273100853,31
398,ranked_507.csv,0.05603886395692825,507
719,ranked_663.csv,0.055879272520542145,663
455,ranked_541.csv,0.055717915296554565,541
857,ranked_701.csv,0.055308982729911804,701
357,ranked_467.csv,0.05529002845287323,467
223,ranked_929.csv,0.05498627573251724,929
219,ranked_425.csv,0.05473595857620239,425
48,ranked_563.csv,0.05463123321533203,563
336,ranked_776.csv,0.0545775443315506,776
103,ranked_492.csv,0.054366014897823334,492
734,ranked_944.csv,0.05427224189043045,944
714,ranked_883.csv,0.05360061675310135,883
352,ranked_472.csv,0.05298320949077606,472
421,ranked_158.csv,0.052982769906520844,158
233,ranked_321.csv,0.05291218310594559,321
191,ranked_24.csv,0.05290582776069641,24
909,ranked_827.csv,0.05260545015335083,827
723,ranked_624.csv,0.05225503444671631,624
92,ranked_747.csv,0.05182519555091858,747
617,ranked_5.csv,0.051793381571769714,5
745,ranked_880.csv,0.051675982773303986,880
838,ranked_452.csv,0.05163270980119705,452
36,ranked_333.csv,0.05162060260772705,333
505,ranked_810.csv,0.05142451822757721,810
744,ranked_867.csv,0.05140466243028641,867
425,ranked_294.csv,0.051399096846580505,294
525,ranked_852.csv,0.05135656148195267,852
709,ranked_611.csv,0.05130351334810257,611
855,ranked_203.csv,0.05104260891675949,203
296,ranked_720.csv,0.05100210756063461,720
656,ranked_991.csv,0.05090845376253128,991
308,ranked_890.csv,0.05086006969213486,890
